GameIndex,White_ACPL,Black_ACPL,White,Black
0,2565.86,2671.17,Stockfish,Lc0
1,3702.9,3593.71,Lc0,Stockfish
2,5740.29,6207.71,Stockfish,NNUE
3,5028.97,4789.93,NNUE,Stockfish
4,4709.33,5093.33,Lc0,NNUE
5,3402.17,3106.5,NNUE,Lc0
6,3220.26,3609.35,Stockfish,Lc0
7,3101.1,3076.79,Lc0,Stockfish
8,2730.43,3219.96,Stockfish,NNUE
9,972.84,478.61,NNUE,Stockfish
10,1878.94,2319.17,Lc0,NNUE
11,1325.53,778.44,NNUE,Lc0
12,3604.52,3827.91,Stockfish,Lc0
13,113.81,114.13,Lc0,Stockfish
14,2207.21,2732.68,Stockfish,NNUE
15,4019.84,3807.38,NNUE,Stockfish
16,282.12,874.82,Lc0,NNUE
17,4436.67,4542.1,NNUE,Lc0
18,2541.86,2882.21,Stockfish,Lc0
19,4690.38,4533.3,Lc0,Stockfish
20,5165.05,5673.9,Stockfish,NNUE
21,3763.13,3472.45,NNUE,Stockfish
22,4682.7,5084.59,Lc0,NNUE
23,2810.61,2552.5,NNUE,Lc0
24,2965.45,2985.21,Stockfish,Lc0
25,4610.6,4610.69,Lc0,Stockfish
26,1695.05,2211.4,Stockfish,NNUE
27,4959.71,4502.4,NNUE,Stockfish
28,3784.11,4279.53,Lc0,NNUE
29,3467.65,3151.26,NNUE,Lc0
30,35.72,36.79,Stockfish,Lc0
31,3033.39,2940.41,Lc0,Stockfish
32,1924.93,2651.71,Stockfish,NNUE
33,2836.17,2422.0,NNUE,Stockfish
34,2564.38,3188.81,Lc0,NNUE
35,2495.81,1993.4,NNUE,Lc0
36,3255.7,3435.75,Stockfish,Lc0
37,3332.88,3244.79,Lc0,Stockfish
38,5357.38,6101.62,Stockfish,NNUE
39,3402.75,3081.58,NNUE,Stockfish
40,1533.72,2024.44,Lc0,NNUE
41,3396.8,2877.37,NNUE,Lc0
42,3294.0,3513.74,Stockfish,Lc0
43,37.97,37.67,Lc0,Stockfish
44,1651.91,2512.0,Stockfish,NNUE
45,4537.68,4258.54,NNUE,Stockfish
46,4536.05,5043.32,Lc0,NNUE
47,5071.35,4916.56,NNUE,Lc0
48,3217.14,3413.7,Stockfish,Lc0
49,4156.95,4122.19,Lc0,Stockfish
50,6238.92,6552.77,Stockfish,NNUE
51,2057.96,1906.05,NNUE,Stockfish
52,2475.65,2949.1,Lc0,NNUE
53,2777.7,2434.18,NNUE,Lc0
